14888650-2, 13JtHyptRJAMpfhK5ZejJQn5iZakhdFU2kRaq7QgSJ7UuZtu, 0xd0cd6966c6edb60e8c04df6dbbe97635a75d71276f265bbb97ab78ab7e0f8548, 14888650, 0.26342, 2011, 2023-04-01 02:12:24, xcmpallet, reserve_transfer_assets
14888571-2, 13KKkUtWoTezYowx81b8oXzP2BTVYWbY5qFySZFrZDK1YA2q, 0x17dd2bb9ee66432febee8774b2fad594f9702e7a3c9005f127f03ad4b4c49533, 14888571, 1.00081, 2030, 2023-04-01 02:04:30, xcmpallet, reserve_transfer_assets
14888504-2, 16D466BYvF9bgKihscrN3dg6EDTM5kBGdopUx2kCXVLfQS8X, 0x43ba77b96966ba57ac16df54e72d4848968c239d6325c31820754727f41f5c15, 14888504, 24.90081, 2030, 2023-04-01 01:57:48, xcmpallet, reserve_transfer_assets
14888486-3, 14p98BMgoncs49ViyH2GxNrGtucVkyBpuB8cSy8caPN77ZZk, 0x95315298d27b17b400e96112ec3c8916fae2ce3c5ca8beee4ee420bd655e3287, 14888486, 1.96743, 2012, 2023-04-01 01:56:00, xcmpallet, reserve_transfer_assets
14888448-4, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x582a445079d84897e7d040470f1b74efa01a88765e5fe097bd4481b0a64ccd40, 14888448, 100.0, 2000, 2023-04-01 01:52:12, xcmpallet, reserve_transfer_assets
14888446-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xb3662de28d4365868d11bba71435cbe10ae05d11893c90db0aa96c0dcf0932d8, 14888446, 100.0, 2000, 2023-04-01 01:52:00, xcmpallet, reserve_transfer_assets
14888403-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x9f5f1543a1045d553ee31e6935f17103ad54a5bd790f7c2c83fc1f9318c02dc8, 14888403, 100.0, 2000, 2023-04-01 01:47:42, xcmpallet, reserve_transfer_assets
14888303-6, 14ibZhLk9zuhBwbtYdKqscEU7Ad3zJrrVUuq9wy7kJKq2hjY, 0xeaa4b9ffba92cee31e8a6ec58de7a81b4eb87e4dcc663e6c93661d5abd020dbd, 14888303, 5.01577, 2011, 2023-04-01 01:37:42, xcmpallet, reserve_transfer_assets
14888182-3, 12jJCTCfaqBwcUczbzqEvKLcBBHhAk4jVxU3LhKoW3ukY8ib, 0xca27cfaf5f4794ff9d03fcedf931bbd6b55c75cbe9a7eebc6251f8da55f0fc4a, 14888182, 32.5, 2012, 2023-04-01 01:25:36, xcmpallet, reserve_transfer_assets
14888078-3, 16Y1B3kMxMDCutwSmJ8q7TBG7L5iu4E3WPUEsYvGVQazo363, 0xd620acdb6c588743a516ceb50d9d6b8dda911cb5686b28112dafc64093e8b8d3, 14888078, 2.5, 2012, 2023-04-01 01:15:12, xcmpallet, reserve_transfer_assets
14888071-2, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xd81d1decd27e63f541b6d29b886d07b1175fa4440291ee5cae17727bbab2cffc, 14888071, 84.86609, 2012, 2023-04-01 01:14:30, xcmpallet, reserve_transfer_assets
14887793-4, 13u863Xk8c3tbLnMmagXZDqntSw57tnJA6sdMXPXc2a9CMDM, 0x010cd5acbd79698a4d6b31ca93997f746e85479d6cfb00976c0a26e6fb7141c1, 14887793, 163.39323, 2000, 2023-04-01 00:46:42, xcmpallet, reserve_transfer_assets
14887586-2, 1UCnaFtEaSyChaHVyTqenk6BtSBxj1L5HVR5PvdVEqgLzFi, 0x2f65c14ef73fee782a749e7e6fcfada20340dfa24ea1f5e550a63f60761b54f1, 14887586, 0.9342, 2012, 2023-04-01 00:26:00, xcmpallet, reserve_transfer_assets
14887411-2, 14989Z3HLMMXVWQihnZF4zDK9RyzELKyGbE1e4twMyhjtJ9r, 0xf53a11a10fb114b8b7bbcba3b9c3a5d121684f6a23fb790c114ff80ed1d7dc88, 14887411, 2.6588, 2012, 2023-04-01 00:08:30, xcmpallet, reserve_transfer_assets
14887345-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xeea251f81fdd7f18ea95b997fd9d47dbfd5e1b325a3a83690428d2a79c5f5444, 14887345, 100.0, 2000, 2023-04-01 00:01:54, xcmpallet, reserve_transfer_assets
14887343-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xf7f2cc235bae55c10a40fb6c019dfa329eb11d9a7d01f19352ccde144a28589d, 14887343, 100.0, 2000, 2023-04-01 00:01:42, xcmpallet, reserve_transfer_assets
14887332-3, 1jnZQnSS3BL5EJQ3ep53i5WyMEqDFmf1aHq7VoccjfhSmRf, 0xbe672ae0fb67ae983c403b77e7fc3a0adb9c60c906c853483117a624f1e79501, 14887332, 0.09869, 2006, 2023-04-01 00:00:36, xcmpallet, reserve_transfer_assets
14887305-2, 12BPf4ovJ73uu38TyBivkR3P64sor6rLwAPcjXW3sZdioh7S, 0x43dabdba40d8280d8ff0b671a6e3d3b22793a5a3dcf203c52bb3af7151817312, 14887305, 7.0, 2000, 2023-03-31 23:57:54, xcmpallet, reserve_transfer_assets
14887216-2, 12BPf4ovJ73uu38TyBivkR3P64sor6rLwAPcjXW3sZdioh7S, 0x71f53503d07116a16af293fe35012d39d28c285dedd0089e745ee0fbff984aa1, 14887216, 5.0, 2000, 2023-03-31 23:49:00, xcmpallet, reserve_transfer_assets
14887185-4, 12gn5px6tc64oSLJzbpk8cN6uYJoqP4HA6KSzyYtFof9rExf, 0xa816c94224299dad5f6db2ae9077a5d9be050b64d9281a2061bcadf579a22727, 14887185, 326.0, 2000, 2023-03-31 23:45:48, xcmpallet, reserve_transfer_assets
14887181-2, 136393SoH6hwuaX45xuDpfG9vi2cTHxMQuT9NcMhQGvsNiJa, 0x4833cc59d00787ade48bcaff2c8049f2ce87d8e8328458c4904e1f7e2fd5e7c0, 14887181, 2.0, 2006, 2023-03-31 23:45:24, xcmpallet, reserve_transfer_assets
14887136-3, 145NYD1Xgg237gqFVJywToSArRcPYGNwQLPqMqtGXEL7WtjQ, 0x95969ea0e82ca56768bff430b6bca82cc490a45c36f50e2be727a008f97d0292, 14887136, 60.4, 2006, 2023-03-31 23:40:54, xcmpallet, reserve_transfer_assets
14887133-2, 1jnZQnSS3BL5EJQ3ep53i5WyMEqDFmf1aHq7VoccjfhSmRf, 0x886e76badd5c259f4724781192b1db3eebc5fe88ec6da08160a6270bdab5630e, 14887133, 0.09452, 2006, 2023-03-31 23:40:36, xcmpallet, reserve_transfer_assets
14886323-4, 12WaohRmeTRiawG6csCpqx51BtS73Qr43Reic4KhF4YH1RTH, 0x25e8e45cd257146e6ed416646922a8a6eca793efca21264dd248f26741afc9c7, 14886323, 165.15, 2000, 2023-03-31 22:19:36, xcmpallet, reserve_transfer_assets
14886309-2, 13prVcY7ADX8KNwFqLiLUnwXu9NfxZR8a1XfgsvRYmma98vo, 0x13fbbec2fb2f5ed6e5c25d7d9cad06500372835b01219093b97f6bbdacba9812, 14886309, 728.83907, 2012, 2023-03-31 22:18:12, xcmpallet, reserve_transfer_assets
14886301-2, 12pRcT9GU6WQCixfRJoSf1pf1AFxWmaQ8yLhw7rM4jogzdbq, 0x48e33bf9e5137bd8ce3ba54fa11255639e93247a730bb23d09e5e48ac05b06b0, 14886301, 553.0, 2000, 2023-03-31 22:17:24, xcmpallet, reserve_transfer_assets
14886222-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x067de2be1d2846e998db2591c46717c3717f796165e212f2fdfc5276aaad0307, 14886222, 100.0, 2000, 2023-03-31 22:09:30, xcmpallet, reserve_transfer_assets
14886220-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x9789ddc328b5cc7bfd0ddbe594f1d8ae0e0330667f886bf3c33bc1ade5dcf0a0, 14886220, 100.0, 2000, 2023-03-31 22:09:18, xcmpallet, reserve_transfer_assets
14885962-2, 1LP2rgFRduS5PjXFrevCJtTyFUmz6wgQbVvCAjJQeWamdYy, 0x31cdc76f3a7f1707c7e539c8dfd35886bb29c99b841e8a20c690ede80a8b4110, 14885962, 25.0, 2012, 2023-03-31 21:43:24, xcmpallet, reserve_transfer_assets
14885936-3, 13DciT9go9guhZD53gnMdTw8AZLnNQhboqnzZwD9hnMFFFNX, 0x4f442757918b1a22215f3feec886cfd9652a12f5df2ee62b81b215a08baad19c, 14885936, 6.0, 2006, 2023-03-31 21:40:48, xcmpallet, reserve_transfer_assets
14885928-2, 14QxZfp1829qaEygoN1sjaCspwW6UeRbR639Y9wZX9kmXgVq, 0x89b76fdb91c6ec9e65900c7430736b00642003c4bf53795f6d3a15352a9eb12b, 14885928, 10.75256, 2012, 2023-03-31 21:40:00, xcmpallet, reserve_transfer_assets
14885770-3, 15g2q4yxR1LyNzckcc8KM2kB7S4gqvVSPSqDGaG5b8ibih2V, 0xfe9cc70a829a7e0cf5458dd0e0cd2a1608b82f0ecfb7e7a941245790b3063ae0, 14885770, 172.00081, 2030, 2023-03-31 21:24:12, xcmpallet, reserve_transfer_assets
14885656-4, 13prVcY7ADX8KNwFqLiLUnwXu9NfxZR8a1XfgsvRYmma98vo, 0x621e7205dcca2a771c94ec727442690e1931f5ddc1defdc219ecf2ace37f8765, 14885656, 1469.5, 2012, 2023-03-31 21:12:48, xcmpallet, reserve_transfer_assets
14885653-2, 13prVcY7ADX8KNwFqLiLUnwXu9NfxZR8a1XfgsvRYmma98vo, 0x5996cd7ee2cdc8602ac0526628493cb052c890056f7f5b525763ff73d76fb54c, 14885653, 1.0, 2012, 2023-03-31 21:12:30, xcmpallet, reserve_transfer_assets
14885630-3, 1656KvgFhu3CwxYZtMd1SeuFuUmXzCZHrRS6RgDuSb4CpV1P, 0x1a0d78cf17b0249363c6676c9912595f6bb5d5bfec5f3eaa4e006d68a1db3c3f, 14885630, 29.0, 2006, 2023-03-31 21:10:12, xcmpallet, reserve_transfer_assets
14885534-5, 1PE2vrXpEGtgD9Cx2ZMmfeXkBaf9VfvnAzw8xjoAy4qpj5R, 0xccd5dbad852c4147e1802ef9a78b33ba63306a7ed2b9e791a58b8ae8aa4f8323, 14885534, 64.63349, 2011, 2023-03-31 21:00:36, xcmpallet, reserve_transfer_assets
14885500-2, 15QRvNXpUSNgt1uCWVH4JKqBXb6FicFCGXW4c7zsDAJY739c, 0x27ada9236ac5426890c2c5780e18bf1fc865574d1089f7d66dce673c4661ce7a, 14885500, 879.0, 2012, 2023-03-31 20:57:12, xcmpallet, reserve_transfer_assets
14885417-2, 123jb9rXZKa6BAxkghehBkbMy36XfU3VSMaRCHyPqb8DhDXB, 0x9a2693aaf980cafb2dcc54313fbf66948e29950701083136d619e4565fcdf844, 14885417, 9.7, 2012, 2023-03-31 20:48:54, xcmpallet, reserve_transfer_assets
14885263-2, 16Ptzbyf4LzXFVVQ45ndSeRR4AtwVMC3waaeoz6W6hWPdvEQ, 0x6e233a95a45494f3be1eddbe2c8e97d4634f2080b2800321eefd605b487d5b49, 14885263, 230.00081, 2030, 2023-03-31 20:33:30, xcmpallet, reserve_transfer_assets
14885073-2, 15AvwHWUU5Ggc6hzTS69bhqRwBmERtXYhqRxzbdNocWMhJz3, 0xf48f9f12fdfffbdc531f1b116e5a5ddb02e0f03132c508c4bb4469f6871d7dc6, 14885073, 14.28833, 2012, 2023-03-31 20:14:30, xcmpallet, reserve_transfer_assets
14884798-2, 1Vu1u8ngdKsyFd2vPmkJEaqUhNxFKVVSBfj3hxcxCiPP2ES, 0x0565a2f0fc35e0da09d09dda9053b65ccfa39975c1487827b4244f619c0a4249, 14884798, 30.2, 2000, 2023-03-31 19:47:00, xcmpallet, reserve_transfer_assets
14884766-2, 13B4Hqnj3M9kuA5hFsE2j1JW1JvgcfGVsft7CVpnBcjQKYhf, 0xfabf16f60473e6a35c5e3048bc3c66d80709601d29b9b3fc0c741a10379626e6, 14884766, 50.01616, 2011, 2023-03-31 19:43:48, xcmpallet, reserve_transfer_assets
14884764-3, 14cuCSB8Jndp6veVWcP9bNpVbm1hugvyk9PnVU9RT121U7ai, 0xefeec20af2a9c7337421d14fd05342971d3e8f9302aad12d1d6154748a7b7df8, 14884764, 10.01616, 2011, 2023-03-31 19:43:36, xcmpallet, reserve_transfer_assets
14884662-3, 14Q77S3y3hPHXmtyFG5xeHcorWz6A7wsyS695kxYVBkfBb8t, 0xfbaf5dcc7f863746da0be060184420e1ebb71723b953c4049701790a9c1dbb81, 14884662, 0.01, 2000, 2023-03-31 19:33:24, xcmpallet, reserve_transfer_assets
14884608-4, 123r8Y4qnFP7Cyr6662Swn2BDHiA6ci8zZ7h19L3jE8oL4rW, 0xf8ecfe80646bfe53854db663a3aac0e60e8be1eade3e4946126ed938cf435d78, 14884608, 75.01, 2012, 2023-03-31 19:28:00, xcmpallet, reserve_transfer_assets
14884566-3, 16SL5XxhdHMFeBNA6oQmDc1i2btQE1swKfJmRztvPZxcY1zg, 0x26206245f11f0a03df2c609f8740ee841719d838c8372d76353b3779a23efb7f, 14884566, 200.0, 2000, 2023-03-31 19:23:48, xcmpallet, reserve_transfer_assets
14884557-3, 16SL5XxhdHMFeBNA6oQmDc1i2btQE1swKfJmRztvPZxcY1zg, 0x0b887c7e4d76f7a75dc56837279be82e53520cee04fcc403172ab02a30407f6c, 14884557, 2.0, 2000, 2023-03-31 19:22:54, xcmpallet, reserve_transfer_assets
14884476-2, 16SL5XxhdHMFeBNA6oQmDc1i2btQE1swKfJmRztvPZxcY1zg, 0x0b1ecaaab02500273ca49edca4c106577aa9ccf89432db435ace7cf2201f5c5c, 14884476, 15.0, 2000, 2023-03-31 19:14:48, xcmpallet, reserve_transfer_assets
14883630-2, 133QB3Vnrbvy4f8bdzWfm2a2sgsWcUmjtWpV6Dm1NFYFjNfo, 0xe2808aa85ce50d11c7a4f254bcad4eff70c3382ff0f5770c90c26d13b87e9cbd, 14883630, 87.28314, 2000, 2023-03-31 17:50:12, xcmpallet, reserve_transfer_assets
14883128-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x70bfe46e7ec74d0464a1243b18849e170a6ca0e99fe99e4e25f510289481bd67, 14883128, 100.0, 2000, 2023-03-31 16:59:36, xcmpallet, reserve_transfer_assets
14883046-2, 13xRNh3X1L8V5Upz2obQwJaa4dki3CUUKnmYYK4W55YFpNfh, 0x9a59db0075b78ea4a78a75cf257a36fd872000c224898c04a01d5731d21386d5, 14883046, 8.0, 2006, 2023-03-31 16:51:24, xcmpallet, reserve_transfer_assets
14883018-2, 12Vn2xcv2xSffUWAmJVd4ZN4fg6exi3kpX7K4RDptVcgx1t7, 0x744e858a435f31f2eb5839b56ce0860cba4022b6849692fddf3831701ad2ff13, 14883018, 6.94566, 2012, 2023-03-31 16:48:36, xcmpallet, reserve_transfer_assets
14882952-2, 14yr5xLHCgTmcjyGNHKbkYpjmhkgVzJufkSpRKrksQ787D6r, 0x3821486d7582a10a7798ab32bfae0c1c220e07d158df56c07b9e7d18ae06a165, 14882952, 0.07407, 2000, 2023-03-31 16:42:00, xcmpallet, reserve_transfer_assets
14882241-4, 12gcwgucykDBBrJFuGxaE7nCsYvkmiinRHgGeiXJFM5qV933, 0xa0274d032fb11ed50a1c77f4edc38b2224311004acf487a4056f6cf8c5519962, 14882241, 1.50081, 2030, 2023-03-31 15:30:54, xcmpallet, reserve_transfer_assets
14882199-2, 134FQW3ha2PemmmSdmFgz1cDTkojzwbRm2Ls8cpvmp7vbvny, 0x7f7a07b3d1696d137286883296cbc4449bbad2e757c6711e99b5169d9aa77525, 14882199, 10.11014, 2012, 2023-03-31 15:26:42, xcmpallet, reserve_transfer_assets
14881486-3, 12HT7fkQw3dkVNWMS2bDFa9eGY2g6Nhd6fMBGtzYRs71Xzi1, 0x917a7e7be3121a3aef43461afebf0be49e67f09577166178633c5571d1f38c6c, 14881486, 298.88372, 2012, 2023-03-31 14:15:24, xcmpallet, reserve_transfer_assets
14881450-2, 14r1DaMHXd87q3n39RjzFuYhCQxw2LNTta9NrQnRYhAG2gCX, 0x05dbe8cf4d734f8abeb0d8da6356a27129358cab79253b4d8a747cb92a7a241a, 14881450, 91.35057, 2000, 2023-03-31 14:11:48, xcmpallet, reserve_transfer_assets
14880805-2, 14EDPoc8SNcALsdn2NzKPazBJ1ExhZmBCx94uiyiaJvtUwCq, 0xbe732c11aeee2acc2ec1eb173e66d1987be2fadbfd664bde00915348a852135d, 14880805, 72.8, 2012, 2023-03-31 13:07:18, xcmpallet, reserve_transfer_assets
14880646-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xb1e797d35ddcef01981a7784b58635846a88d37423f130a81451584eee05a8cb, 14880646, 100.0, 2000, 2023-03-31 12:51:24, xcmpallet, reserve_transfer_assets
14880644-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x916f351e12da29148d89299b350e9f76957126ddfa18acd9a73b8fa11119ad2c, 14880644, 100.0, 2000, 2023-03-31 12:51:12, xcmpallet, reserve_transfer_assets
14880636-2, 16hh9uU1Bq8RNXJqtmacE7PzPUmV2WqQPjMWQXhMjWiXjpxW, 0xe2fbc7430dc97e9742ee2de3975935b8aad6079b7b400e0e1c280d89e00dc857, 14880636, 1997.0, 2012, 2023-03-31 12:50:24, xcmpallet, reserve_transfer_assets
14880632-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xd77bddf256dfd278816f2aad0666720229e27227ce1698aca202f98b95294076, 14880632, 100.0, 2000, 2023-03-31 12:50:00, xcmpallet, reserve_transfer_assets
14880630-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x1749e8dfc2cadafff514795b0a3e36a6bdffe372ec0714b68949c27061b3fee7, 14880630, 100.0, 2000, 2023-03-31 12:49:48, xcmpallet, reserve_transfer_assets
14880622-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x1a23db349f23642aafb9f5f506998ef4edad343ce0cf64c45f9c4f5dca33a21c, 14880622, 100.0, 2000, 2023-03-31 12:49:00, xcmpallet, reserve_transfer_assets
14880370-2, 1YvEN9mZWCDJ2Atp6cMjJc54NoThr2QqsV9QnRfpeSVECS9, 0x06b70a927e5f361df6ab21ab50ff56c6d504f959ce9b40b25729586939683dca, 14880370, 185.0111, 2012, 2023-03-31 12:23:48, xcmpallet, reserve_transfer_assets
14880037-2, 12rZxdLmQh1VdTGS4ZCU7Bz3auLTK1Q4vWLnCijiv3kqKPY4, 0x7e3e3c5c73497c9602165bede2b64f11cb0f2453c9ace18d2b2a754c8fe5c517, 14880037, 16.5, 2000, 2023-03-31 11:50:30, xcmpallet, reserve_transfer_assets
14879682-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0xa0d42dbca42abe70a2733fc01d74daadbe5031e9cec26dc188d06ef41d412ff5, 14879682, 34.0, 2012, 2023-03-31 11:15:00, xcmpallet, reserve_transfer_assets
14879560-2, 16SBH2qXvfaGvze54gXftpbu7G8LA3n7dQvS6yDwbLzZNC5x, 0x5ca4402ab53026ccb9899126864ed6c592a6d730b8e705d34a6a9ba12698105c, 14879560, 23.86904, 2012, 2023-03-31 11:02:48, xcmpallet, reserve_transfer_assets
14879418-3, 16k9E1qs8jEEq65FuAxwUXDwGWUY1au6D7xrKuPedbq3TGGJ, 0x2451d897f3fe391c33f091208ef50c2c454c7b19c47992a94218d01b199a2bed, 14879418, 500.00081, 2030, 2023-03-31 10:48:36, xcmpallet, reserve_transfer_assets
14879390-2, 1YvEN9mZWCDJ2Atp6cMjJc54NoThr2QqsV9QnRfpeSVECS9, 0x8ad011122a354adf9b78d107ceabfdc92b258f366cc3927f2e1c013792673616, 14879390, 205.00081, 2030, 2023-03-31 10:45:48, xcmpallet, reserve_transfer_assets
14878939-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x39806e793be54b5b7d323a5b2cc38b1933e8fca794dfba7c40248ffe1985a617, 14878939, 100.0, 2000, 2023-03-31 10:00:42, xcmpallet, reserve_transfer_assets
14878937-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x962326312ba375c9c10de09cf42665fb6541f3742958096d96f48d84130ef953, 14878937, 100.0, 2000, 2023-03-31 10:00:30, xcmpallet, reserve_transfer_assets
14878727-3, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xeac21e6cbc3a2a1b7c997edd41c64c6b6308d7c1d9ac05f3845ba6fd73d8c01a, 14878727, 84.25369, 2012, 2023-03-31 09:39:24, xcmpallet, reserve_transfer_assets
14877505-2, 14BLAE1iqvXWDVvkgWL5Z7ToSfufA76xevhNnpQVC4gwrsY2, 0x4d142d3a2eb52955778f5588c24d8f7e124f403de8aa4ac2c491b607fa895518, 14877505, 3.79603, 2000, 2023-03-31 07:36:48, xcmpallet, reserve_transfer_assets
14877330-2, 12nNB9CdJaZymxArbAn9X794sQ7Lm481kYTnxpeJdv773znV, 0xc9e23a6da935b355aa773bcc53099fe6ec1424bcb2f0b72f36c941ac22f88142, 14877330, 0.3, 2000, 2023-03-31 07:19:18, xcmpallet, reserve_transfer_assets
14877274-3, 15oaij989wUy7DefdiqXwdTK5Cwf1AvnTR1b7G9zSmEgNUJv, 0xa45514beb99ef6b4880efbecbd1b4dad9566005d0d60629788767dd04a38080c, 14877274, 11.0, 2000, 2023-03-31 07:13:42, xcmpallet, reserve_transfer_assets
14876362-2, 143diq6tJmCeYwe2pr164BPffEpP8ZwdoVByZT5stnAKxwUK, 0x9c7ef7f198f156695d70f18ac8d71d901bb305aa9981df5f2fce02504544ed8f, 14876362, 4.93767, 2000, 2023-03-31 05:42:30, xcmpallet, reserve_transfer_assets
14876318-5, 1jCir6wx8SXYDSNcv2WhdX8H7LsH3ZWddjZzT8nfay4deu5, 0xfa7900d58c630b3cda1040b0fa8dfce04a0a5beefdf7547c959dba40f5c2af32, 14876318, 10.0, 2012, 2023-03-31 05:38:06, xcmpallet, reserve_transfer_assets
14875981-3, 12KfV1k2QYjK6habRbrXFYacnBmkgMnW8TE6m78dDU7Pfwb1, 0x8d75e87be2e29ed9a01b0fb35fce5d2a3dbd3f2c6b09394f87297353f4eb2015, 14875981, 190.00081, 2030, 2023-03-31 05:04:12, xcmpallet, reserve_transfer_assets
14875973-2, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0x6345064a79d724c66a29e5e2e21b050de08a179f0f983f4502c19cd9b9dd5717, 14875973, 84.4263, 2012, 2023-03-31 05:03:24, xcmpallet, reserve_transfer_assets
14875744-3, 1hKv117vM8YSuYKJBBKiuWW9UV4YHcZV2wJYniNWCArCaHC, 0xee0f36840b5d722f61ea002c9f4ed67b8778df766e511cc63e667c0bd500ba87, 14875744, 1.5, 2012, 2023-03-31 04:40:30, xcmpallet, reserve_transfer_assets
14875744-2, 14pY2CLBZmdfX5rYS2bWokSzwKeTgADKBVfHxymXpZTnJht5, 0xfe24ea4dbc7a01d825240ee5c627a84ff3719a860f55659db53865cfaf510086, 14875744, 163.90848, 2012, 2023-03-31 04:40:30, xcmpallet, reserve_transfer_assets
14875642-2, 14Vb5zzcVVTvvYobXi9WQhKKyTeMYj8HNGP3as7YFC5Kfszr, 0x2f0bff4b97d87e49004603e29ca49bbf07a6995c6bbd0bb4c73ff3d846ad46a0, 14875642, 543.5, 2006, 2023-03-31 04:30:18, xcmpallet, reserve_transfer_assets
14875629-2, 14Vb5zzcVVTvvYobXi9WQhKKyTeMYj8HNGP3as7YFC5Kfszr, 0x297e2aca5a2caa6660040f3ce85bd13d56bf915c7574f80d487d967a8bbfc0e7, 14875629, 5.0, 2006, 2023-03-31 04:29:00, xcmpallet, reserve_transfer_assets
14875531-3, 12HVncnESBWaQKeUikfFBhmXGCyNhmbfbwzW1f5jG9cB7fsZ, 0x55331147cdbaa424ff4425b6137bc70d07207ac9928621a2c688909070abdb67, 14875531, 189.0, 2012, 2023-03-31 04:19:12, xcmpallet, reserve_transfer_assets
14875440-4, 133m93Vw54WWvXsUAUHXXMXUtfGyXPUG6W8mCeGhgWTf33vZ, 0x728b7ca50aa31bf5f0e0e4bc20a7288b0acb2fea99ff11337930b33438fcda4d, 14875440, 30.0, 2012, 2023-03-31 04:10:06, xcmpallet, reserve_transfer_assets
14875225-4, 14BaSP4wVDLS3CbdjwWgm9Ui6rTMeA4ZQ2SmE6WPD1VMVN1d, 0x331c08d2c1cab3741868b95bc86214b2ce66bd1a82e7b0af91019592b9e6db92, 14875225, 251.96981, 2030, 2023-03-31 03:48:36, xcmpallet, reserve_transfer_assets
14875085-4, 16kjZ1MfJRxXzQ4nxvVRA6ypy9qXSU8kB878hSAkbBhxjrqY, 0x3d52680a14d1f612b9189e3af4e2f68db44ae5e551dd123e2f0a15b715077f37, 14875085, 85.94188, 2000, 2023-03-31 03:34:36, xcmpallet, reserve_transfer_assets
14874461-2, 12WeVJ3q5F8apz3Y964oLFB7UPWuNPkpvEawsBGiibidqSUY, 0x1ce9281b25e684965e24cd74f49a6c3a3eebde029e1681ea249fd64b405667bd, 14874461, 305.0, 2000, 2023-03-31 02:32:12, xcmpallet, reserve_transfer_assets
14874340-3, 14BLAE1iqvXWDVvkgWL5Z7ToSfufA76xevhNnpQVC4gwrsY2, 0x4cd9a14abed039b5da5a2ab5a08ccb9664978c3917fd6896d5e52b00dce94cfc, 14874340, 4.07635, 2000, 2023-03-31 02:20:06, xcmpallet, reserve_transfer_assets
14874273-3, 12dSQxk37GbKJwVQ8EtotwAQEDiuqLaqKGTrj8oGGGmvTAcL, 0x4ef6bfd6dc7c86629329cf43613ed1c7571c85485b992a2fa9222bac6f9659f0, 14874273, 675.00081, 2030, 2023-03-31 02:13:24, xcmpallet, reserve_transfer_assets
14874198-2, 14jLAD1zVzVNdvAnMBc2nd9QmMdJhqXjtA1zL8ca3NyRvtPg, 0xd5327e51ae94dae2ce0a9de7483724b5d3775a8bf4bc8f2db4a32dbf82b883cf, 14874198, 1.80038, 2030, 2023-03-31 02:05:54, xcmpallet, reserve_transfer_assets
14874146-3, 14NCbd8qgHK1q6f5ZGpFqRWnBWAD4su7TXpE9xTnxnMAu4No, 0xea61f7d357f77d96f9f2ad853340e528c0d44468036d919a3c662234d5ba8c76, 14874146, 3.8, 2006, 2023-03-31 02:00:42, xcmpallet, reserve_transfer_assets
14874128-2, 14p98BMgoncs49ViyH2GxNrGtucVkyBpuB8cSy8caPN77ZZk, 0x5d0a8d8fab0b1ddc9bd38965289bc7f42a186bf059475cdbae0e0aaf678e5db8, 14874128, 10.30975, 2012, 2023-03-31 01:58:54, xcmpallet, reserve_transfer_assets
14874069-4, 14NAC74GFYWg59CubajVP4YJbMKBedoL6cyrLy6PMZjuySxs, 0x97f21498193d63f619bb91702f383ea482ce141db946d659961b0823c711e78d, 14874069, 9.10399, 2012, 2023-03-31 01:53:00, xcmpallet, reserve_transfer_assets
14873868-2, 14NCbd8qgHK1q6f5ZGpFqRWnBWAD4su7TXpE9xTnxnMAu4No, 0x420ca0db673869c5e2145fc09242c6971b81b61246b720c21a4dc1fd122d7557, 14873868, 3.8, 2006, 2023-03-31 01:32:54, xcmpallet, reserve_transfer_assets
